t,FR,FL,BR,BL,n_FR,n_FL,n_BR,n_BL
0.010709524154663086,-0.23270086835504128,-0.2448612601635644,-0.2325110622315596,-0.2450561901032713,15.603803835608472,15.3062081061492,3.0418186664945437,0.2450561901032713
0.015392065048217773,0.0,0.0,0.0,0.0,4.832711254110046,4.210142185139119,2.370449324828397,0.0
0.026257038116455078,-0.01633309816198339,-0.023897388293325245,-0.017392611509497932,-0.022846875823130747,1.4607847003954642,0.023897388293325245,10.777468281326088,10.64455139728861
0.03896379470825195,0.0,0.0,0.0,0.0,0.915914913731108,0.0,1.669256532341408,1.3308584667675172
0.0531163215637207,-0.15726535164132285,-0.16324507425515716,-0.16038362186731595,-0.16013895511488915,0.4916742061015115,0.16324507425515716,5.423415163966349,5.381464080123278
0.059426069259643555,-0.08286557574168055,-0.08602085310553204,-0.08483897828342302,-0.08405607827141387,0.21920661547558626,0.08602085310553204,2.1269631160198204,2.1119175769093164
0.07120156288146973,-0.12304573714450183,-0.12408908439228448,-0.1234107843694261,-0.12373467031893651,0.12304573714450183,0.12420241121132751,2.9249006277656076,2.9256394458390567
0.07803082466125488,-0.05869529524069801,-0.05901720864879434,-0.05923472742146262,-0.05850104386340638,0.05869529524069801,0.15210572017781537,1.58840297088476,1.5625071519081215
0.09245872497558594,-0.0405523080927989,-0.037423257239941915,-0.0380672255035682,-0.039920612867552094,0.0405523080927989,0.24321512697571349,1.541355835183687,1.579118976339509
0.10327410697937012,0.0,0.0,0.0,0.0,0.0,0.3052058799133049,0.9038410832852639,0.9218064633561299
0.1137700080871582,0.0,0.0,0.0,0.0,0.0,0.3488929503899086,0.6967996393727199,0.7698321622847587
0.12811970710754395,0.0,0.0,0.0,0.0,0.0,0.3743935126829335,0.3539913251497301,0.5258289919628536
0.14011263847351074,0.0,0.0,0.0,0.0,0.0,0.3893053352373493,0.1732703462804826,0.42684103802425183
0.14938735961914062,0.0,0.0,0.0,0.0,0.020226347305779567,0.3951855135737311,0.0,0.3967170193143436
0.16288375854492188,0.0,0.0,0.0,0.0,0.15046885661230852,0.4191160109594371,0.0,0.3957396141126008
0.17840576171875,0.0,0.0,0.0,0.0,0.24251441436905974,0.4622766074161543,0.0,0.39047984359071275
0.19207024574279785,0.0,0.0,0.0,0.0,0.3140957362716893,0.4974000822300918,0.0,0.38148024081678555
0.20122408866882324,0.0,0.0,0.0,0.0,0.37398542254818945,0.5269523416561571,0.0,0.3700122985318497
0.2161421775817871,0.0,0.0,0.0,0.0,0.4015194811009448,0.5436460806446862,0.0,0.35711498227551497
0.2314739227294922,0.0,0.0,0.0,0.0,0.45068622416574516,0.5523154499707773,0.0,0.3426620525858005
0.24392008781433105,0.0,0.0,0.0,0.0,0.39689408872855914,0.5520015314256098,0.0,0.3288073525868047
0.25369715690612793,0.0,0.0,0.0,0.0,0.4837057706168379,0.5451533846199937,0.0,0.3127314411718414
0.2721388339996338,0.0,0.0,0.0,0.0,0.43220111516092485,0.5350724189639038,0.0,0.2982819101402548
0.2848849296569824,0.0,0.0,0.0,0.0,0.42791741373531933,0.5180909545869271,0.0,0.28325174592154934
0.29968929290771484,0.0,0.0,0.0,0.0,0.3797302957757474,0.500832176072897,0.0,0.26875170137674576
0.31138014793395996,0.0,0.0,0.0,0.0,0.4310890424255285,0.4800769088147951,0.0,0.25400581302836633
0.3216831684112549,0.0,0.0,0.0,0.0,0.37429195107895097,0.46009005025571786,0.0,0.24034729185030929
0.33554816246032715,0.0,0.0,0.0,0.0,0.37283945368915505,0.4367396422931351,0.0,0.226870236950437
0.35358500480651855,0.0,0.0,0.0,0.0,0.3238479632741782,0.41530121118504815,0.0,0.21397470723985662
0.36798763275146484,0.0,0.0,0.0,0.0,0.373840995427834,0.39233819184248914,0.0,0.20170252327292024
0.37601804733276367,0.0,0.0,0.0,0.0,0.28572743915516324,0.37142994464558565,0.0,0.18980163602432815
0.3922293186187744,0.0,0.0,0.0,0.0,0.2715687782578422,0.3482441229401383,0.0,0.1784220223050892
0.40812158584594727,0.0,0.0,0.0,0.0,0.3163529093347144,0.32851090838238006,0.0,0.16808971563553898
0.4206359386444092,0.0,0.0,0.0,0.0,0.24732098886522863,0.3082341602781017,0.0,0.1576153751278135
0.42807912826538086,0.0,0.0,0.0,0.0,0.2462462223928415,0.2880818195533481,0.0,0.14805340963709424
0.4411141872406006,0.0,0.0,0.0,0.0,0.20740567512726726,0.26987112700197335,0.0,0.1386248744270167
0.45770931243896484,0.0,0.0,0.0,0.0,0.20560635450854825,0.25150525980876365,0.0,0.13002275055824386
0.4657132625579834,0.0,0.0,0.0,0.0,0.2149824820706814,0.23498918758952697,0.0,0.12213323602284129
0.48317813873291016,0.0,0.0,0.0,0.0,0.191656517539307,0.21874213885718302,0.0,0.11427774836751936
0.49347758293151855,0.0,0.0,0.0,0.0,0.15588086691298347,0.20319252067013557,0.0,0.10655270605315503
0.5070652961730957,0.0,0.0,0.0,0.0,0.12818118019169827,0.18842425550430017,0.0,0.09923429145493114
0.5146288871765137,0.0,0.0,0.0,0.0,0.1695411902195465,0.1747317686539772,0.0,0.09363279903712854
0.5255208015441895,0.0,0.0,0.0,0.0,0.09932759633750982,0.16200858706650678,0.0,0.08621734307739531
0.5315368175506592,0.0,0.0,0.0,0.0,0.1377019933260223,0.14911093421684382,0.0,0.0813405312244897
0.5441536903381348,0.0,0.0,0.0,0.0,0.09331452779597604,0.1381631937276829,0.0,0.07500474021723642
0.5510163307189941,0.0,0.0,0.0,0.0,0.12524734371464974,0.12668451754514434,0.0,0.0707646336892106
