t,FR,FL,BR,BL,n_FR,n_FL,n_BR,n_BL,t_FL_HAA,t_FL_HFE,t_FL_KFE,t_FR_HAA,t_FR_HFE,t_FR_KFE,t_HL_HAA,t_HL_HFE,t_HL_KFE,t_HR_HAA,t_HR_HFE,t_HR_KFE,tref_FL_HAA,tref_FL_HFE,tref_FL_KFE,tref_FR_HAA,tref_FR_HFE,tref_FR_KFE,tref_HL_HAA,tref_HL_HFE,tref_HL_KFE,tref_HR_HAA,tref_HR_HFE,tref_HR_KFE,x_FR,y_FR,z_FR,x_FL,y_FL,z_FL,x_HR,y_HR,z_HR,x_HL,y_HL,z_HL
0.018437623977661133,-0.2448612601635644,-0.23270086835504128,-0.2450561901032713,-0.2325110622315596,15.603803835608472,15.3062081061492,3.0418186664945437,0.2450561901032713,-3.0,-3.0,3.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,3.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1946,-0.16891047320814542,0.019102751730829468,0.1946,0.16891047320814542,0.019102751730829468,-0.1946,-0.16891047320814542,0.019102751730829468,-0.1946,0.16891047320814542,0.019102751730829468
0.03555035591125488,0.0,0.0,0.0,0.0,4.83271724229535,4.210142170033008,2.370449207563737,0.0,-2.290615454249095,-0.9869200394250028,0.8176634441096571,2.290560855555423,-0.9869474810514798,0.8177016513315696,-2.2906867459173217,0.9869471156044218,-0.8177004364902869,2.2904889058846463,0.9869196738580115,-0.8176622290051547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936417107297348,-0.16425683833086047,0.00792060437254015,0.1936417107297348,0.16425683833086047,0.00792060437254015,-0.1936417107297348,-0.16425683833086047,0.00792060437254015,-0.1936417107297348,0.16425683833086047,0.00792060437254015
0.04813265800476074,-0.023610336332085452,-0.014790090260513852,-0.021307685234487533,-0.0171178208488091,1.462153793247381,0.023610336332085452,10.777371509244237,10.599750337193246,-1.4658557715800082,0.10264101114321855,-2.18019296013365,1.4664109420229923,0.11046685270947121,-2.195621365749958,-1.4655371909792239,-0.11055434381785778,2.1959666120663583,1.4667287550414974,-0.10255349066444452,2.1798474220440154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19289097443659037,-0.16064548913158447,-0.0010869811575878463,0.19289097442531988,0.16064548903313094,-0.0010869851955536969,-0.19289097442533942,-0.1606454890430501,-0.0010869851924372453,-0.19289097443660996,0.16064548912171203,-0.0010869811606033092
0.05412864685058594,0.0,0.0,0.0,0.0,0.9137757126936239,0.0,1.6693594663729683,1.4107447335000758,-0.8979058211186188,-0.201501133117989,-0.3013303634160218,0.8990920537485,-0.19783375075649268,-0.29802563697288376,-0.8981887916313123,0.19777408461804447,0.2983452248840086,0.8988106547506316,0.20156573405613276,0.3010349984111591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19229962716807558,-0.15782072730587177,-0.00834112076790057,0.1922996085551016,0.1578205479110901,-0.008351839327799121,-0.19229960854803702,-0.15782054784888394,-0.0083518393573348,-0.19229962717516114,0.15782072736817362,-0.008341120738275046
0.06704282760620117,-0.16328754032997508,-0.15800929263133734,-0.16088274315178597,-0.160423965462697,0.49174594214974326,0.16328754032997508,5.425295356626832,5.3774721000692765,-0.4989650385692984,0.23072511678184604,-1.0968898073236457,0.5003183316926831,0.23774229555412063,-1.1019820950465524,-0.4993777634768133,-0.23776832295029515,1.1022183918229516,0.4999101645110488,-0.23068474447162446,1.0966437286312067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19183187634729565,-0.15559867780798664,-0.0141810386202421,0.19183184531496858,0.15559835570566338,-0.014206593085001148,-0.19183184530233685,-0.15559835558194846,-0.014206593138756649,-0.19183187636137516,0.15559867793161328,-0.014181038565668422
0.08104395866394043,-0.08581987701976455,-0.08191142373869592,-0.08310337171662577,-0.08464753554584598,0.21968509175323062,0.08581987701976455,2.125785234304977,2.0784654645501828,-0.21854035034481994,0.21275640324711187,-0.41748380414858977,0.2193731669647428,0.22264404810302074,-0.42457729101564023,-0.21921573313162787,-0.22263223333992643,0.4247048853833908,0.2187061773527111,-0.21275870790463225,0.41737794400062844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19146083550416906,-0.1538435435171915,-0.018880078546519824,0.19146079862882748,0.1538431331271495,-0.018922936724388495,-0.19146079861171147,-0.15384313294976035,-0.018922936796011786,-0.19146083552322987,0.1538435436941223,-0.018880078474661305
0.08816885948181152,-0.12392763251784616,-0.12171483789455247,-0.12240443196674985,-0.1232592621778416,0.12171483789455247,0.12406913605866765,2.924931196523875,2.894084890259142,-0.01787577886045036,0.4019281485694084,-0.5758098948456527,0.01874067942867816,0.41360192909941484,-0.5814131958194539,-0.01893851854467969,-0.4135680234990202,0.5814790554367821,0.01769100938547738,-0.40194119638222814,0.575751997881218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19116584544762216,-0.15245302224172103,-0.02265907793167979,0.19116580520359722,0.15245253436293915,-0.022726034230598796,-0.19116580518524146,-0.15245253420832647,-0.02272603429467379,-0.19116584546928028,0.15245302239523803,-0.022659077866941407
0.10106420516967773,-0.059137379180933106,-0.059884686208654524,-0.05969101507106498,-0.05934745338293391,0.059884686208654524,0.15156794272453128,1.5878064260434357,1.5946038478236586,0.12391724364845055,0.441018321009353,-0.3046001424531046,-0.12320430743642016,0.4515907872262659,-0.30392672937431087,0.12246665734456064,-0.4515293483833014,0.3038985575115696,-0.12463922851482306,-0.44105608380078953,0.3046484219384684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190930957566963,-0.15134889153951436,-0.025696383751328655,0.1909309168037797,0.1513483466251016,-0.025794171902423335,-0.19093091678556004,-0.1513483465187208,-0.025794171951370903,-0.19093095758996356,0.15134889164390028,-0.025696383701913572
0.10711145401000977,-0.03732495105928001,-0.03967886672283604,-0.03904808751289403,-0.03797625823672829,0.03967886672283604,0.24370880589186922,1.5422799771883924,1.5532465434119014,0.22430794703892146,0.5261456595482776,-0.2891433606577025,-0.2236790790086429,0.5375813410439034,-0.2901848953939967,0.22271789520135093,-0.5375150547181948,0.29013084246349985,-0.22525537720041744,-0.5261823592049713,0.28920659094415013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1907436992863734,-0.15047068439637992,-0.028136156166861354,0.19074366118967812,0.1504701202400854,-0.028267503152381218,-0.19074366117407343,-0.15047012021910863,-0.02826750317481322,-0.1907436993087367,0.15047068441443104,-0.02813615614382492
0.11930489540100098,0.0,0.0,0.0,0.0,0.0,0.30406081648151484,0.9028476560990202,0.9771304366631449,0.29377155344866357,0.557188451687822,-0.1624052233774398,-0.29314555368554746,0.565875708705434,-0.15689341561999148,0.2920167308452887,-0.5658005901494649,0.1567980094081447,-0.29488988139947725,-0.5572337622338386,0.16252102637339227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19059428723551042,-0.1497712763503533,-0.030094845730333553,0.19059425346165815,0.14977072119920296,-0.030261552489995652,-0.19059425344889064,-0.1497707212664635,-0.030261552486300497,-0.1905942872566618,0.1497712762796097,-0.030094845733607573
