t,FR,FL,BR,BL,n_FR,n_FL,n_BR,n_BL
0.0030260086059570312,-0.3401278463227787,-0.3527351542176815,-0.34022431950174864,-0.3526360266032564,2.9935418041820263,0.3527351542176815,10.550140512593503,10.12251258753212
0.01889824867248535,-0.21726558248632002,-0.22611061825415085,-0.21720812184751076,-0.22616962045157424,6.162920331064053,5.79366580946166,2.1154164331363834,0.22616962045157424
0.025820255279541016,-0.06163239419482454,-0.0672325817978432,-0.061666289854016135,-0.06719768209198325,1.4705325309860162,0.0672325817978432,3.5053239837221097,3.182772120147642
0.037471771240234375,-0.014995508968116904,-0.018654405011783764,-0.014980190366229142,-0.0186701020580598,2.004661056654321,1.7566175200617515,0.966636128894421,0.0186701020580598
0.04617571830749512,0.0,0.0,0.0,0.0,0.6092321420078468,0.0,1.0922613532910834,0.9066668911892785
0.05123019218444824,0.0,0.0,0.0,0.0,0.734763991664838,0.6601101312890676,0.3226204520221713,0.0
0.05478096008300781,0.0,0.0,0.0,0.0,0.11976762097659696,0.0,0.15746401945200467,0.10239718407817663
0.05737566947937012,0.0,0.0,0.0,0.0,0.41041025276899556,0.4124741000028288,0.0,0.04368293461257296
0.06063437461853027,0.0,0.0,0.0,0.0,0.20567265460685502,0.25904209378645254,0.0,0.1578959825614044
0.06353974342346191,0.0,0.0,0.0,0.0,0.37790888872118145,0.44956642290191257,0.0,0.24409527081564536
0.07728719711303711,0.0,0.0,0.0,0.0,0.3266953968267934,0.44573853338181724,0.0,0.3036658606471023
0.08542323112487793,0.0,0.0,0.0,0.0,0.38262866017270547,0.5154385981712324,0.0,0.34584744559805625
0.08812403678894043,0.0,0.0,0.0,0.0,0.3672818351476802,0.5229248298368184,0.0,0.3726662312593123
0.09279394149780273,0.0,0.0,0.0,0.0,0.38000023278997364,0.543380257203563,0.0,0.3888627636457951
0.09703207015991211,0.0,0.0,0.0,0.0,0.36899271534946776,0.5411149528273254,0.0,0.3962159590514609
0.10132932662963867,0.0,0.0,0.0,0.0,0.36406740662775794,0.5385435142113438,0.0,0.3972641365577422
0.11212968826293945,0.0,0.0,0.0,0.0,0.35079045414750487,0.526724414632831,0.0,0.39331790061495453
0.1212303638458252,0.0,0.0,0.0,0.0,0.3381992026526365,0.5127578786357684,0.0,0.3857970970576604
0.12926959991455078,0.0,0.0,0.0,0.0,0.3225756745728926,0.49481985085590935,0.0,0.37558685787101825
0.13398337364196777,0.0,0.0,0.0,0.0,0.306759968418976,0.475381406865599,0.0,0.36350730326714775
0.13889122009277344,0.0,0.0,0.0,0.0,0.289960024364003,0.4543533700114253,0.0,0.35012589650083237
0.15018534660339355,0.0,0.0,0.0,0.0,0.2731381825121169,0.43271639507215015,0.0,0.3359234535809582
0.15432500839233398,0.0,0.0,0.0,0.0,0.25622361576533575,0.4106926073663288,0.0,0.32124996297125274
0.15727829933166504,0.0,0.0,0.0,0.0,0.23957997187583077,0.38872577028491934,0.0,0.30638620696563945
0.1619548797607422,0.0,0.0,0.0,0.0,0.22326886574209648,0.3670150991334658,0.0,0.2915398565009022
0.17107200622558594,0.0,0.0,0.0,0.0,0.20744162150247408,0.34577789900435,0.0,0.2768707774256216
0.1762833595275879,0.0,0.0,0.0,0.0,0.19215377215862128,0.3251397158237923,0.0,0.26249595644636187
0.17978787422180176,0.0,0.0,0.0,0.0,0.1774687175259942,0.3052062938061737,0.0,0.24850139924132214
0.1943354606628418,0.0,0.0,0.0,0.0,0.16341463364720651,0.2860421348448301,0.0,0.2349474147088902
0.19790077209472656,0.0,0.0,0.0,0.0,0.1500125618380279,0.26769203941924796,0.0,0.22187495661198212
0.20811796188354492,0.0,0.0,0.0,0.0,0.1372681541500043,0.2501795681558796,0.0,0.2093095631128045
0.21232247352600098,0.0,0.0,0.0,0.0,0.12518002391634409,0.2335147838867607,0.0,0.19726503020716724
0.21717357635498047,0.0,0.0,0.0,0.0,0.11373920350320818,0.2176961585275994,0.0,0.18574604751716017
0.2249128818511963,0.0,0.0,0.0,0.0,0.10293213840229987,0.20271407711514555,0.0,0.17475041892948479
0.23244595527648926,0.0,0.0,0.0,0.0,0.09274144174619596,0.18855269682087267,0.0,0.16427075332516367
0.23856711387634277,0.0,0.0,0.0,0.0,0.0831472413615347,0.17519184042883687,0.0,0.15429583111171316
0.2525956630706787,0.0,0.0,0.0,0.0,0.07412788875734236,0.16260830345103264,0.0,0.14481166567891354
0.2675776481628418,0.0,0.0,0.0,0.0,0.06566066944189886,0.15077696900246168,0.0,0.13580234316756123
0.2761988639831543,0.0,0.0,0.0,0.0,0.05772228138711755,0.1396716472610532,0.0,0.12725067493129358
0.2898995876312256,0.0,0.0,0.0,0.0,0.05028923400663804,0.12926574913529337,0.0,0.11913870544043181
0.29739880561828613,0.0,0.0,0.0,0.0,0.043338137693501436,0.11953280417688056,0.0,0.11144810228658773
0.3019378185272217,0.0,0.0,0.0,0.0,0.03684592740061082,0.11044686388802795,0.0,0.1041604540121707
0.30599427223205566,0.0,0.0,0.0,0.0,0.030790025464869687,0.10198281231683504,0.0,0.09725749919240581
0.3140692710876465,0.0,0.0,0.0,0.0,0.025148460849467646,0.09411659568805837,0.0,0.09072129590247235
0.32178592681884766,0.0,0.0,0.0,0.0,0.019899951432471613,0.08682537802141053,0.0,0.0845343417409913
0.32398128509521484,0.0,0.0,0.0,0.0,0.015023959753038144,0.08008763432112438,0.0,0.07867966116344603
0.3276944160461426,0.0,0.0,0.0,0.0,0.010500727150216816,0.07388317660541037,0.0,0.07314086499765729
0.3403744697570801,0.0,0.0,0.0,0.0,0.006311291249650129,0.0681931062508098,0.0,0.06790218835589801
0.3502054214477539,0.0,0.0,0.0,0.0,0.0024374908677955573,0.06299968063792888,0.0,0.06294851183459721
0.35799455642700195,0.0,0.0,0.0,0.0,0.0,0.05827287538268812,0.0011364324072459257,0.0582786095040512
0.3627762794494629,0.0,0.0,0.0,0.0,0.0,0.053845899643549106,0.004430260905908921,0.05402926202903636
0.37624216079711914,0.0,0.0,0.0,0.0,0.0,0.049662496164714964,0.007458215772018038,0.05022734712345321
0.38080334663391113,0.0,0.0,0.0,0.0,0.0,0.04571012573566664,0.010235362449176293,0.046856205586660975
0.3858053684234619,0.0,0.0,0.0,0.0,0.0,0.041976861113305876,0.012776043356137348,0.04389799176607516
0.38816118240356445,0.0,0.0,0.0,0.0,0.0,0.038451366487704836,0.01509390313033711,0.04133296827895122
0.3906738758087158,0.0,0.0,0.0,0.0,0.0,0.035122875186443324,0.01720191489754736,0.039138883047326954
0.3968534469604492,0.0,0.0,0.0,0.0,0.0,0.0319811663298783,0.019112407022621687,0.03729055559897114
0.4060800075531006,0.0,0.0,0.0,0.0,0.0,0.029016540985912234,0.020837089946260018,0.03575979298012134
0.4102509021759033,0.0,0.0,0.0,0.0,0.0,0.026219798241106082,0.02238708278888672,0.03451570857444443
0.4186553955078125,0.0,0.0,0.0,0.0,0.0,0.02358221150281753,0.02377293950279058,0.03352543614200793
0.42702198028564453,0.0,0.0,0.0,0.0,0.0,0.021095505264477957,0.025004674402454283,0.0327551419484256
0.43101954460144043,0.0,0.0,0.0,0.0,0.0,0.01875183250288189,0.02609178695681813,0.03217117341493705
0.4347853660583496,0.0,0.0,0.0,0.0,0.0,0.016543752825442133,0.02704328576531167,0.031741166442694084
0.44238734245300293,0.0,0.0,0.0,0.0,0.0,0.014464211446442957,0.02786771166762049,0.03143496608796278
0.44748926162719727,0.0,0.0,0.0,0.0,0.0,0.012506519041159934,0.028573159956893898,0.03122527718113705
0.45160341262817383,-0.0014294464172780168,-0.0012215938781487187,-0.0014287340389523805,-0.0012223170854038816,0.0014294464172780168,0.010734070957810458,0.02920227335012036,0.031112047069435336
0.4602639675140381,-0.003234195552089589,-0.003042229825502835,-0.003233532827671417,-0.003042902216026961,0.003234195552089589,0.009435533626147942,0.029833158600763982,0.03115144352487681
0.46442747116088867,-0.004960569319197352,-0.004783893266627923,-0.004959954466726391,-0.00478451670217025,0.004960569319197352,0.008730146072392237,0.030456931694859815,0.031318719127656346
