t,FR,FL,BR,BL,n_FR,n_FL,n_BR,n_BL,t_FL_HAA,t_FL_HFE,t_FL_KFE,t_FR_HAA,t_FR_HFE,t_FR_KFE,t_HL_HAA,t_HL_HFE,t_HL_KFE,t_HR_HAA,t_HR_HFE,t_HR_KFE,tref_FL_HAA,tref_FL_HFE,tref_FL_KFE,tref_FR_HAA,tref_FR_HFE,tref_FR_KFE,tref_HL_HAA,tref_HL_HFE,tref_HL_KFE,tref_HR_HAA,tref_HR_HFE,tref_HR_KFE,x_FR,y_FR,z_FR,x_FL,y_FL,z_FL,x_HR,y_HR,z_HR,x_HL,y_HL,z_HL
0.014266490936279297,-0.2448612601635644,-0.23270086835504128,-0.2450561901032713,-0.2325110622315596,15.3062081061492,15.603803835608472,0.2450561901032713,3.0418186664945437,-3.0,-3.0,3.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,3.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1946,-0.16891047320814542,0.019102751730829468,0.1946,0.16891047320814542,0.019102751730829468,-0.1946,-0.16891047320814542,0.019102751730829468,-0.1946,0.16891047320814542,0.019102751730829468
0.021836280822753906,0.0,0.0,0.0,0.0,4.210142224415005,4.832695684837772,0.0,2.370449629716501,-2.290615275960006,-0.9869175864965642,0.8176585573737327,2.290560855555423,-0.9869474810514798,0.8177016513315696,-2.2906867459173217,0.9869471156044218,-0.8177004364902869,2.290488727595557,0.9869172209295729,-0.8176573422692304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936417107297348,-0.16425683833086047,0.00792060437254015,0.1936417107297348,0.16425683833086047,0.00792060437254015,-0.1936417107297348,-0.16425683833086047,0.00792060437254015,-0.1936417107297348,0.16425683833086047,0.00792060437254015
0.03323030471801758,-0.023636435764882197,-0.014931505889495544,-0.02144875535483895,-0.01714280459912701,0.023636435764882197,1.4620290120870176,10.60382248499866,10.777380717439597,-1.4658346449380606,0.1030535452435859,-2.181009573466215,1.4664108643384237,0.11046693079335324,-2.1956214536572944,-1.4655371141999645,-0.11055442272349181,2.1959666960538695,1.4667076280920495,-0.10296602559759638,2.18066403149967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19289097443659037,-0.16064548913158447,-0.0010869811575878463,0.1928909744344196,0.16064548911378823,-0.0010869817342474136,-0.1928909744344392,-0.16064548912370735,-0.0010869817311309204,-0.19289097443660996,0.16064548912171203,-0.0010869811606033092
0.04705452919006348,0.0,0.0,0.0,0.0,0.0,0.913885583828843,1.406148399429287,1.669376010853903,-0.89791966256246,-0.2016928796976054,-0.30039480968525645,0.8990787038386362,-0.19782056050391095,-0.29804048230739344,-0.8981756250312468,0.1977607575317184,0.29835944810976534,0.8988242111831941,0.20175733780831484,0.3000988453203939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1922996271680728,-0.15782072730587787,-0.00834112076789574,0.19229960953403777,0.157820557349632,-0.008351276043957384,-0.19229960952697295,-0.157820557287426,-0.008351276073493147,-0.1922996271751582,0.1578207273681797,-0.008341120738270369
0.05576753616333008,-0.16304126968304195,-0.15614600211366614,-0.15902114233841008,-0.16019121507300327,0.16304126968304195,0.49250307237704116,5.333092684682547,5.425106959736344,-0.4990955701820136,0.22620748849980687,-1.0879944487003779,0.5003184170481698,0.23773480118679657,-1.101956022012224,-0.49937783172764705,-0.23776107273852842,1.102193136787168,0.5000406642177536,-0.2261673609953183,1.0877491948110705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19183187634681734,-0.15559867780907918,-0.014181038619443379,0.19183184634021017,0.1555983662019132,-0.014205777189732746,-0.19183184632754113,-0.15559836607822294,-0.014205777243501291,-0.19183187636085908,0.15559867793269128,-0.014181038564893916
0.06853485107421875,-0.08595190713689978,-0.08264039139465308,-0.08383206339765362,-0.08477251265923386,0.08595190713689978,0.21913425994637714,2.1116341684077167,2.1251166809579387,-0.2184147170064667,0.21312553233484244,-0.4242892402392142,0.2195209256134254,0.2225045669963286,-0.4244282191928881,-0.21936113757643558,-0.22249115454826018,0.4245617061873519,0.2185862698793165,-0.2131261068364052,0.424188787748049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19146083550330933,-0.15384354351807106,-0.018880078546709644,0.1914607950806239,0.1538430894880687,-0.01892784776870146,-0.1914607950634928,-0.1538430893107003,-0.018927847840308154,-0.19146083552235443,0.15384354369499106,-0.01888007847484427
0.07319808006286621,-0.12411027115962092,-0.12290402134262636,-0.12359273289236021,-0.12343227450134248,0.12422614211339918,0.12290402134262636,2.9234853434129238,2.9259558878359306,-0.017756266756315114,0.4041031563481239,-0.5817521420612448,0.018793019189406943,0.41362902632558307,-0.5816294643172397,-0.01899047468578935,-0.4135921068502382,0.5816895575045362,0.017573037088567042,-0.4041133101469072,0.5816888886953602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911658454524644,-0.1524530222298759,-0.02265907793974392,0.19116580034246813,0.15245246754982472,-0.02273570649266779,-0.19116580032448396,-0.15245246739473522,-0.022735706556689217,-0.1911658454745035,0.152453022383582,-0.022659077874770617
0.08424019813537598,-0.05927968455660984,-0.06098350483614787,-0.060788482429353856,-0.0594803734182961,0.15114311259088845,0.06098350483614787,1.6207716526411295,1.5877774601610906,0.12395626002529872,0.44482094576964504,-0.30978965728073327,-0.12324432634149055,0.4516146359976003,-0.3039197601116972,0.12250516920109344,-0.4515542152626244,0.3038920149895499,-0.12468147994629813,-0.4448597835520447,0.30983856891773165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19093095757794548,-0.1513488915254751,-0.02569638375237715,0.1909309134447642,0.15134829895344448,-0.025802828814189605,-0.19093091342685597,-0.15134829884655476,-0.025802828863290467,-0.19093095760125736,0.15134889163004714,-0.02569638370294225
0.09223031997680664,-0.037142001469549546,-0.037960840984360054,-0.03732984641850169,-0.037804382657707504,0.24454901159971354,0.037960840984360054,1.5086577956014704,1.542784991165558,0.22416723456439436,0.5245023724680891,-0.27998126874283447,-0.22381535776757563,0.5376980724325391,-0.29028638070198864,0.22285151164341158,-0.5376333194680767,0.2902274980892976,-0.2251217245692056,-0.5245407108092388,0.2800400567262291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19074369929269738,-0.150470684388733,-0.02813615616702797,0.19074365978325236,0.15047010643964118,-0.028270045796170623,-0.19074365976782848,-0.15047010641854314,-0.02827004581863743,-0.19074369931523744,0.15047068440679998,-0.028136156143993396
0.10572242736816406,0.0,0.0,0.0,0.0,0.3040489915886553,0.0,0.9764750387735537,0.9017519429536802,0.2937705205997584,0.5570499202703141,-0.1622639143783129,-0.29314497981545423,0.565810655333322,-0.15666366038424062,0.292016450983657,-0.5657377585033183,0.15657520368337563,-0.29488822787831065,-0.5570972533131919,0.16238595990020466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1905942872347484,-0.1497712763562571,-0.030094845724550318,0.19059425246674194,0.1497707185123596,-0.03026135042554909,-0.19059425245377482,-0.14977071858014757,-0.030261350421861732,-0.19059428725568928,0.14977127628529288,-0.03009484572801882
0.118133544921875,0.0,0.0,0.0,0.0,0.349126387043766,0.0,0.7618553579025931,0.6990080627291086,0.3406650772306291,0.5873885678504327,-0.10908296392966621,-0.340156833025419,0.5993482845729419,-0.11308755302365059,0.33904631742681096,-0.5992752372065686,0.11298261222575734,-0.3417723294391945,-0.5874262693643022,0.10918692116818951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047499367206447,-0.14921371735860472,-0.03166650000046861,0.19047496434780398,0.1492131931859734,-0.03186734134231947,-0.19047496433883082,-0.14921319333939936,-0.03186734131277391,-0.1904749936911382,0.14921371720176502,-0.03166650002914484
0.12944531440734863,0.0,0.0,0.0,0.0,0.3748944024710309,0.0,0.5059064911621487,0.3525879984842925,0.3708587280588184,0.595100860371697,-0.03882964650697085,-0.37009400915235896,0.6077512816635724,-0.04117503113548748,0.3690804262906333,-0.6076824416218747,0.04107878331673431,-0.37187341607100827,-0.5951395854480217,0.038958997240508886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903797033190885,-0.14876890182697716,-0.03292700202262963,0.19037967908246012,0.1487684181077523,-0.03316421653207119,-0.19037967907672004,-0.1487684183288149,-0.03316421648283693,-0.19037970333594928,0.14876890160299955,-0.03292700207132107
0.14231085777282715,0.0,0.0,0.0,0.0,0.3892595943490943,0.0,0.42808161482652757,0.17355371898699762,0.3885986626355744,0.5999367357437253,-0.004623306102890634,-0.38754120152299876,0.6121104429690594,-0.004026875140686226,0.3867126015361757,-0.6120431375443816,0.003934283293026919,-0.3894347499500852,-0.5999631829747547,0.004729782221052581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19030355892569634,-0.14841382339899592,-0.03393753375291714,0.19030353942012518,0.1484133797580522,-0.03421553045423781,-0.19030353941802317,-0.14841338002495266,-0.03421553039064701,-0.1903035589408092,0.1484138231299668,-0.03393753381518
0.15778017044067383,0.0,0.0,0.0,0.0,0.39481362704527945,0.0,0.3972138729026143,0.0,0.39694871737844417,0.5945706787387446,0.030711831100105336,-0.39566740789046423,0.6045322832307842,0.035784901039409345,0.39506036131821703,-0.6044706686634531,-0.03586117244260656,-0.39757180384691226,-0.5945925114755137,-0.030609874754287336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19024269817428735,-0.14813024850413084,-0.03474737393159136,0.1902426829834771,0.14812984633039913,-0.03506861398447064,-0.19024268298434516,-0.14812984661792478,-0.035068613913845886,-0.1902426981880329,0.14813024821567264,-0.03474737400069017
0.17314839363098145,0.0,0.0,0.0,0.0,0.41931389040162226,0.1714567680011211,0.39524362785279044,0.0,0.39828515974061657,0.5788025066087779,0.06544257029080836,-0.39693757986814837,0.5925269290659925,0.060198009972624256,0.39657627488798936,-0.5924705111771329,-0.06026147369167889,-0.3986723032858235,-0.5788163565318682,-0.06536556418909756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901940438051022,-0.14790369673843157,-0.03539618000319791,0.19019403239730842,0.14790333852587473,-0.0357597973892573,-0.19019403240075677,-0.14790333881070045,-0.035759797317564596,-0.1901940438179845,0.14790369645438065,-0.03539618007271328
0.18564891815185547,0.0,0.0,0.0,0.0,0.46273918260914043,0.25177100948935166,0.3903185252637832,0.0,0.3946729024904061,0.5616665039834747,0.0810749766098402,-0.39292395716163747,0.5743821551998589,0.0817620402987953,0.3928119276828659,-0.5743313657808811,-0.08179662187506365,-0.3948188370514457,-0.5616752403520575,-0.08100473854595247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19015514240049053,-0.14772265021717396,-0.035915837535930945,0.19015513408016227,0.14772233251971942,-0.03632512920774014,-0.1901551340852522,-0.14772233278108157,-0.0363251291407195,-0.19015514241279607,0.14772264995880854,-0.035915837600401124
0.19421744346618652,0.0,0.0,0.0,0.0,0.4972005642932307,0.3086829918859796,0.3816176735765656,0.0,0.38721523395341495,0.5420341293402591,0.09174459225052356,-0.3852620633971713,0.5534624354448692,0.09506472664303267,0.3853886442480107,-0.5534127880535693,-0.0950884759551629,-0.3871324384757824,-0.5420338204735573,-0.09170306414757645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19012403584651869,-0.14757793626752452,-0.036331963799952904,0.19012403032549985,0.14757765555150568,-0.03679044019951416,-0.19012403033205072,-0.14757765577230164,-0.0367904401413062,-0.1901240358591685,0.14757793605219227,-0.0363319638545512
0.2073650360107422,0.0,0.0,0.0,0.0,0.5269096705936127,0.3695268339630955,0.3701207654147787,0.0,0.37700485898717817,0.5185132238898036,0.10301801182556725,-0.37496081884899846,0.529652035506458,0.10524981513695275,0.37530649475032507,-0.5296078471520727,-0.10525046038467067,-0.3767127748151464,-0.5185102123730632,-0.10299084890301469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19009916069097654,-0.1474622429961562,-0.03666512514121767,0.1900991575060927,0.14746199725519976,-0.03717308309440184,-0.19009915751331274,-0.14746199742288216,-0.03717308304862804,-0.19009916070428745,0.14746224283676107,-0.03666512518284443
